title,url,item
日常生活中有哪些十分钟就能学会并可以终生受用的技能？,https://www.zhihu.com/question/20894671/answer/30171083,高赞
你什么时候被狗的智商震惊了？,https://www.zhihu.com/question/34643719/answer/88101952,高赞
你听到过或写下过最漂亮的一句话是什么？,https://www.zhihu.com/question/46711189/answer/107370444,高赞
长得凶是一种怎样的体验？,https://www.zhihu.com/question/27968331/answer/38937314,高赞
哪些实用的小方法、小技巧、好习惯能让人每天进步？,https://www.zhihu.com/question/22292474/answer/54177203,高赞
有一个妹妹是怎样一种体验？,https://www.zhihu.com/question/29685255/answer/49524726,高赞
中国真的有很多穷人吗？,https://www.zhihu.com/question/30277318/answer/48152465,高赞
数学里的 e 为什么叫做自然底数？是不是自然界里什么东西恰好是 e？,https://www.zhihu.com/question/20296247/answer/29370489,高赞
有哪些知道后最让你震惊的冷知识？,https://www.zhihu.com/question/38411883/answer/101881983,高赞
现实中的警察像电影中那么勇猛吗？,https://www.zhihu.com/question/22649743/answer/71650923,高赞
低学历是否比高学历更加会赚钱？,https://www.zhihu.com/question/40068553/answer/88516445,高赞
你认为人性最大的「恶」是什么？,https://www.zhihu.com/question/26792975/answer/88170767,高赞
你有什么相见恨晚的知识想推荐给年轻人？,https://www.zhihu.com/question/22238159/answer/20750109,高赞
什么样的青春片才是如今国内需要的？,https://www.zhihu.com/question/30589916/answer/73503003,高赞
与网络卖家发生纠纷后如何解决？,https://www.zhihu.com/question/28029257/answer/115900560,高赞
女生光头是种什么体验？,https://www.zhihu.com/question/34496321/answer/63561878,高赞
你听过最心酸的一句话是什么？,https://www.zhihu.com/question/28866004/answer/91345937,高赞
二十多岁该做些什么，将来才不会后悔？,https://www.zhihu.com/question/20151457/answer/14141658,高赞
得知越来越多的女大学生被包养，已有的价值观开始动摇怎么办？,https://www.zhihu.com/question/23684594/answer/26127738,高赞
六小龄童演的孙悟空真的好吗？好在哪里？,https://www.zhihu.com/question/39382862/answer/82185549,高赞
哪部电影曾经让你在深夜中痛哭？,https://www.zhihu.com/question/37206525/answer/72868899,高赞
如果神话传说都是真的，世界会变成什么样子？,https://www.zhihu.com/question/36260262/answer/67686600,高赞
你经历的最让你觉得人心可怕的事是什么？,https://www.zhihu.com/question/29653125/answer/72493535,高赞
自控力极差的人如何自救？,https://www.zhihu.com/question/21368231/answer/90497581,高赞
福建莆田私人医院的历史是怎么样的？,https://www.zhihu.com/question/20297089/answer/24768390,高赞
月生活费 800 的女大学生如何在保证三餐不受影响的情况下提升自己的着装搭配和品味？,https://www.zhihu.com/question/26927514/answer/50373040,高赞
如何看待 36 岁清华毕业 IT 男马桶上猝死，死前对母亲说「太累」？,https://www.zhihu.com/question/29357990/answer/44260471,高赞
有哪些价格不贵格调又高的家装家居？,https://www.zhihu.com/question/24399575/answer/84674422,高赞
没有锻炼基础的人，如何增肌与减脂？,https://www.zhihu.com/question/20687290/answer/15853608,高赞
昆虫为什么不会因趋光性齐刷刷地奔向太阳？,https://www.zhihu.com/question/21260723/answer/29561931,高赞
如何布置独居小房间能惬意地生活？,https://www.zhihu.com/question/21423568/answer/29751744,高赞
狐臭是怎么产生的？,https://www.zhihu.com/question/20322809/answer/48728455,高赞
你有哪些特别的生存法则？,https://www.zhihu.com/question/36084748/answer/66263268,高赞
我们是怎样一步步地走向平庸的？,https://www.zhihu.com/question/33220674/answer/57958313,高赞
什么是爱？爱一个人是什么感觉？,https://www.zhihu.com/question/20875474/answer/16603385,高赞
为什么中国男足踢不好？,https://www.zhihu.com/question/21223279/answer/27324884,高赞
怎么花最少的钱提升出租屋的格调？,https://www.zhihu.com/question/27391031/answer/93252048,高赞
被不会撩妹的男人强撩是什么体验？,https://www.zhihu.com/question/39501641/answer/89367097,高赞
女朋友、老婆是逗逼是种怎样的体验？,https://www.zhihu.com/question/35580938/answer/80873845,高赞
有哪些写出来让人尴尬到脸酸的文章或段子？,https://www.zhihu.com/question/41372112/answer/103991529,高赞
喜欢宅的人，如何把家里装修成全世界最舒服的地方？,https://www.zhihu.com/question/35781319/answer/68089288,高赞
你有什么道理后悔没有早点知道？,https://www.zhihu.com/question/23819007/answer/71141181,高赞
被人痛骂之后如何调整好情绪？,https://www.zhihu.com/question/27194444/answer/35878860,高赞
很多智商高的人情商低吗？为什么？,https://www.zhihu.com/question/20715561/answer/66414252,高赞
作为演员拍吻戏是一种怎样的体验？,https://www.zhihu.com/question/48959950/answer/124884212,高赞
有一个稀有的姓是一种怎样的体验？,https://www.zhihu.com/question/32094733/answer/54873212,高赞
Excel 有哪些可能需要熟练掌握而很多人不会的技能？,https://www.zhihu.com/question/21758700/answer/21687597,高赞
为什么毕业三四年之后，同学之间的差距会这么大？,https://www.zhihu.com/question/33971854/answer/86381070,高赞
你见过最丑的设计是什么？,https://www.zhihu.com/question/37284137/answer/81159319,高赞
比一个人吃火锅更寂寞的事有什么？,https://www.zhihu.com/question/26441300/answer/33254124,高赞
如何白手起家挣到一百万？,https://www.zhihu.com/question/22590902/answer/55182189,高赞
如何才能拍出一张特别好看的自拍照？,https://www.zhihu.com/question/21100397/answer/29424643,高赞
有哪些令人拍案叫绝的推理桥段？,https://www.zhihu.com/question/37248069/answer/71104650,高赞
人到底可以有多坏？,https://www.zhihu.com/question/28094932/answer/47171597,高赞
可以在网上买书赶紧看完然后再退掉吗？,https://www.zhihu.com/question/31764327/answer/54133212,高赞
怎么能在旅行时拍出不那么「游客照」的照片？,https://www.zhihu.com/question/19647535/answer/58268748,高赞
有哪些相貌平凡的人穿出衣服品味的例子？,https://www.zhihu.com/question/27936753/answer/81327730,高赞
有一个有趣的男朋友是一种怎样的体验？,https://www.zhihu.com/question/31091240/answer/57528441,高赞
女生怎么健身锻造好身材？,https://www.zhihu.com/question/22918070/answer/62468647,高赞
什么样的情境下让你突然有种「心上开出一朵花」的感觉？,https://www.zhihu.com/question/38244425/answer/76689128,高赞
用纸能玩出什么好玩的花样？,https://www.zhihu.com/question/37672218/answer/73624900,高赞
为什么随着时间的推移，恋人身上的缺点会变得越来越难以忍受？,https://www.zhihu.com/question/34100208/answer/59684219,高赞
网络上有哪些免费的教育资源？,https://www.zhihu.com/question/19942068/answer/68750999,高赞
关于孤独，什么样的描述最能引起你的共鸣？,https://www.zhihu.com/question/35070138/answer/117015535,高赞
每天坚持英语学习为什么还是学不好？,https://www.zhihu.com/question/27702564/answer/41500687,高赞
你们身边真实发生的最可怕的事情是什么？,https://www.zhihu.com/question/36172373/answer/69594955,高赞
你经历的最让你觉得人心可怕的事是什么？,https://www.zhihu.com/question/29653125/answer/72237900,高赞
有没有一张图片让你瞬间明白了什么叫「气质」？,https://www.zhihu.com/question/39731953/answer/84120861,高赞
你买的最失败的东西是什么？,https://www.zhihu.com/question/38894816/answer/78758225,高赞
https://www.zhihu.com/question/42868299/answer/95179952,https://www.zhihu.com/question/42868299/answer/95179952,高赞
有哪些很重要又被忽视的炒菜技巧？,https://www.zhihu.com/question/22467582/answer/53495841,高赞
有哪些可以提升情商、判断力和谈话技巧的书籍？,https://www.zhihu.com/question/28070036/answer/58988982,高赞
如何长时间高效学习？,https://www.zhihu.com/question/28358499/answer/43002343,高赞
淘宝上买衣服，怎么买出质量，穿出品位？,https://www.zhihu.com/question/26702926/answer/33843851,高赞
一个人心理成熟的具体表现都有哪些？,https://www.zhihu.com/question/37018317/answer/70366425,高赞
你最喜欢的故事是什么？,https://www.zhihu.com/question/27726057/answer/42100336,高赞
有哪些十二年前（2005 年左右）看似不靠谱的预测成真了？,https://www.zhihu.com/question/36925599/answer/88598775,高赞
美国是不是正在为瓦解中国做准备？,https://www.zhihu.com/question/40622033/answer/88139460,高赞
现在的男性是否普遍不再对女性展开追求了？为什么？,https://www.zhihu.com/question/55744630/answer/146374559,高赞
有人在不经意间或是在世界上绝大部分人都毫不知情的情况下拯救了世界吗？,https://www.zhihu.com/question/27549647/answer/37364544,高赞
朋友圈里常发什么样的文字图片的人比较讨厌？,https://www.zhihu.com/question/27910572/answer/39609627,高赞
同样是姑娘，差距为什么这么大？,https://www.zhihu.com/question/30396333/answer/47997295,高赞
你见过最不求上进的人是什么样子？,https://www.zhihu.com/question/55791476/answer/146770144,高赞
日常生活中有哪些十分钟就能学会并可以终生受用的技能？,https://www.zhihu.com/question/20894671/answer/43376114,高赞
人类都有什么细思极恐的细节？,https://www.zhihu.com/question/37374497/answer/83925210,高赞
年轻人千万别碰哪些东西？,https://www.zhihu.com/question/39004511/answer/86818944,高赞
为什么《董小姐》里「爱上一匹野马，可我的家里没有草原」会引起如此强烈的共鸣？,https://www.zhihu.com/question/21321799/answer/18329036,高赞
有哪些可以令人清醒的句子？,https://www.zhihu.com/question/35414364/answer/67666800,高赞
你读过的最让人心酸的句子有哪些？,https://www.zhihu.com/question/29910774/answer/118618769,高赞
有哪些好看的负能量电影？,https://www.zhihu.com/question/30994199/answer/51731600,高赞
「让前任后悔」是怎样一种体验？,https://www.zhihu.com/question/35474744/answer/63137450,高赞
你知道什么很甜的故事？,https://www.zhihu.com/question/40237308/answer/123278273,高赞
有哪些「百元货」可以有效提高生活质量？,https://www.zhihu.com/question/22618603/answer/29163060,高赞
有什么经济学技巧可以用于日常购物？,https://www.zhihu.com/question/38054671/answer/74696190,高赞
游戏里的 BOSS 每天都在干嘛？不寂寞吗？,https://www.zhihu.com/question/24078583/answer/26668990,高赞
为什么有些人不喜欢出身底层的人？,https://www.zhihu.com/question/26802920/answer/34108929,高赞
有哪些长得比较逆天的动物？,https://www.zhihu.com/question/26004941/answer/41558215,高赞
你在大街上遇到过知名度比较高的名人吗？,https://www.zhihu.com/question/26524725/answer/138972595,高赞
贫穷会对人的身心造成多大的影响？,https://www.zhihu.com/question/30603447/answer/88691166,高赞
装逼成功是怎样一种体验？,https://www.zhihu.com/question/37018823/answer/73665909,高赞
有哪些令人拍案叫绝的临场反应？,https://www.zhihu.com/question/29125576/answer/43842760,高赞
「字如其人」是真的吗？这能看出什么？,https://www.zhihu.com/question/30734817/answer/49233708,高赞
世界上最没用的东西是什么？,https://www.zhihu.com/question/21905681/answer/93684468,高赞
为什么上班都是坐着，还会感觉疲惫不堪？,https://www.zhihu.com/question/27708607/answer/41522618,高赞
现实中的警察像电影中那么勇猛吗？,https://www.zhihu.com/question/22649743/answer/152377051,高赞
被传销洗脑是一种怎样的体验？,https://www.zhihu.com/question/30150181/answer/52283893,高赞
摧毁一个熊孩子有多困难？,https://www.zhihu.com/question/50996567/answer/124159695,高赞
得知越来越多的女大学生被包养，已有的价值观开始动摇怎么办？,https://www.zhihu.com/question/23684594/answer/25943743,高赞
如何评价包贝尔婚礼上闹伴娘即试图把柳岩扔到水里的行为？,https://www.zhihu.com/question/41969285/answer/93057588,高赞
年薪 12 万的你，现在过的是怎样的生活？,https://www.zhihu.com/question/52639178/answer/131715710,高赞
学医后你觉得最恐怖的事情是什么？,https://www.zhihu.com/question/41470037/answer/142837535,高赞
野球场上，你见过最装逼的是什么？,https://www.zhihu.com/question/34979179/answer/87656581,高赞
牢狱生活是种什么体验？,https://www.zhihu.com/question/36215808/answer/70140804,高赞
什么样的情境下让你突然有种「心上开出一朵花」的感觉？,https://www.zhihu.com/question/38244425/answer/76468979,高赞
哪个瞬间让你突然觉得读书真有用？,https://www.zhihu.com/question/35720340/answer/90037836,高赞
你听到过或写下过最漂亮的一句话是什么？,https://www.zhihu.com/question/46711189/answer/130616213,高赞
如何评价解放军参加红场阅兵彩排唱《喀秋莎》？,https://www.zhihu.com/question/30153233/answer/46976019,高赞
有哪些在发达国家很普遍，在中国却行不通的商业模式？,https://www.zhihu.com/question/38166506/answer/75300925,高赞
思念到极致是什么感觉？,https://www.zhihu.com/question/31914864/answer/91087317,高赞
为什么日本这样的小国家当年强大到可以侵华？,https://www.zhihu.com/question/30040201/answer/46534546,高赞
你有哪些「当时我就懵逼了」的经历？,https://www.zhihu.com/question/39829502/answer/85578259,高赞
ISIS 是一个什么样的组织？它的资金是哪来的？,https://www.zhihu.com/question/24788456/answer/31990163,高赞
马蓉和宋喆最有可能是什么下场？,https://www.zhihu.com/question/49630896/answer/117199601,高赞
做客孩子临走时带走几只玩具，我的孩子抗拒并一直哭，要怎么开导？,https://www.zhihu.com/question/36246233/answer/68946674,高赞
如何看待渔民帮捞尸体要 1.8 万？,https://www.zhihu.com/question/38300001/answer/76336850,高赞
王宝强的老婆出轨是否有其必然性？,https://www.zhihu.com/question/49583990/answer/116795411,高赞
哪一刻让你终于意识到了和对方阶层（阶级）不同？,https://www.zhihu.com/question/46369483/answer/102099525,高赞
有哪些外行人看来很蠢的设计实际上却是精妙无比？,https://www.zhihu.com/question/32189846/answer/66092328,高赞
如何评价陈赫离婚？,https://www.zhihu.com/question/27732400/answer/37862682,高赞
《疯狂动物城》（Zootopia）中有哪些有趣的细节？,https://www.zhihu.com/question/41035200/answer/89713352,高赞
中国乘客在英国 Virgin Atlantic 上受到种族歧视，应该如何维权？,https://www.zhihu.com/question/41033519/answer/91206224,高赞
有没有一张图片让你瞬间明白了什么叫「气质」？,https://www.zhihu.com/question/39731953/answer/84173965,高赞
为什么有的人没有恋爱需求？,https://www.zhihu.com/question/20495563/answer/70695458,高赞
有哪些人堪称「神人」，却不为大众所知？,https://www.zhihu.com/question/39408533/answer/82927803,高赞
上关于男士的精彩问答有哪些？,https://www.zhihu.com/question/23009666/answer/23368714,高赞
有哪些你看过一眼就难以忘怀的句子？,https://www.zhihu.com/question/38501171/answer/90733378,高赞
如何评价湖南卫视的《变形计》？,https://www.zhihu.com/question/20018541/answer/22893042,高赞
你最喜欢的故事是什么？,https://www.zhihu.com/question/27726057/answer/97111344,高赞
军训时受到严苛的训练，结束时所有人却抱着教官痛哭流涕，这是斯德哥尔摩综合征吗？,https://www.zhihu.com/question/19981962/answer/26116298,高赞
「学霸变学渣」和「学渣变学霸」分别是怎样的一番体验？,https://www.zhihu.com/question/25023733/answer/57275132,高赞
你的男朋友/老公做过哪些让你少女心爆棚的事情？,https://www.zhihu.com/question/37421031/answer/74833037,高赞
当下中国有哪些反智主义的现象？,https://www.zhihu.com/question/33041708/answer/56597145,高赞
很瘦的人该制定怎样的健身计划？,https://www.zhihu.com/question/22716525/answer/22778058,高赞
你的家传祖业有什么精彩的内行故事？,https://www.zhihu.com/question/22480996/answer/21504929,高赞
一个人的教养如何体现？,https://www.zhihu.com/question/26933347/answer/46811635,高赞
女生进夜场做兼职，能全身而退吗？,https://www.zhihu.com/question/28683754/answer/81547804,高赞
与老板发生了性关系，要不要辞职?,https://www.zhihu.com/question/32045157/answer/154759267,高赞
拿了投资人的钱却创业失败，在商业圈子里的后果都会有哪些？,https://www.zhihu.com/question/37668821/answer/74798607,高赞
如何应对「披萨不就是个大饼铺点肉」、「寿司不就是放块鱼在米饭上」这种言论？,https://www.zhihu.com/question/26501619/answer/41704340,高赞
如果病人欠费逃跑，医生该怎么办？,https://www.zhihu.com/question/24024659/answer/49856271,高赞
当你追求女生时，你们聊些什么？,https://www.zhihu.com/question/25955712/answer/37668446,高赞
唱歌时候的气息如何练习？,https://www.zhihu.com/question/25303181/answer/30527293,高赞
有哪些适合居住一周的旅游小镇？,https://www.zhihu.com/question/30744932/answer/78796298,高赞
什么是假性亲密关系（Irrelationship）？,https://www.zhihu.com/question/31847982/answer/57803610,高赞
为什么会有回光返照？,https://www.zhihu.com/question/20230755/answer/145582359,高赞
你看到过哪些有意思的地图？,https://www.zhihu.com/question/34378366/answer/84560047,高赞
应该清楚男友哪些方面才能嫁给他？,https://www.zhihu.com/question/19732277/answer/28706614,高赞
你曾在一天内做过最牛逼的事是什么？,https://www.zhihu.com/question/30265988/answer/71320301,高赞
为什么要给马钉马掌？,https://www.zhihu.com/question/26992286/answer/41322427,高赞
如何应对点菜时每个人都说随便的尴尬场面？,https://www.zhihu.com/question/35100716/answer/62240740,高赞
你所经历最羞耻的事情是什么？,https://www.zhihu.com/question/37503497/answer/110302754,高赞
用 EMS 被拆包偷东西的几率真的那么高吗？,https://www.zhihu.com/question/27985854/answer/72388201,高赞
男女交往最忌讳什么？,https://www.zhihu.com/question/23151702/answer/28001091,高赞
那些在北上广深国外打拼的年轻人们，你们的父母怎么办？,https://www.zhihu.com/question/25148298/answer/30251778,高赞
谁是 2016 年的演技最差的男星？,https://www.zhihu.com/question/54384499/answer/140018450,高赞
你做过最无知且愚蠢的事是什么？,https://www.zhihu.com/question/37877739/answer/74850224,高赞
现在的男孩心里都在想些什么？,https://www.zhihu.com/question/36942655/answer/70087004,高赞
哪些东西买了之后，会让人因生活质量和幸福感提升而感觉相见恨晚？,https://www.zhihu.com/question/20840874/answer/16365195,高赞
怎么做能尽量使得自己的孩子不成为熊孩子？,https://www.zhihu.com/question/26997559/answer/72154629,高赞
一沾酒就脸红的人能锻炼出酒量吗？,https://www.zhihu.com/question/20608227/answer/29856008,高赞
现在的男性是否普遍不再对女性展开追求了？为什么？,https://www.zhihu.com/question/55744630/answer/146393984,高赞
董明珠为什么选择自己为格力代言？,https://www.zhihu.com/question/35881502/answer/79335750,高赞
如何评价「女孩子等地铁时蹲在下客区是没教养」的言论？,https://www.zhihu.com/question/40799298/answer/88369076,高赞
有哪些让人欲罢不能的学习方法？,https://www.zhihu.com/question/30178891/answer/100118940,高赞
中国现在有哪些值得骄傲的方面？,https://www.zhihu.com/question/36085845/answer/80747751,高赞
租个女友回家过年靠谱吗？有什么风险？,https://www.zhihu.com/question/22464261/answer/21881110,高赞
你最喜欢的故事是什么？,https://www.zhihu.com/question/27726057/answer/87302907,高赞
有哪些爆笑恶搞的电影，能把人笑爆炸的那种？,https://www.zhihu.com/question/36918815/answer/70351068,高赞
哪些照片的背后就是一个故事？,https://www.zhihu.com/question/30062423/answer/99415545,高赞
在北上广深打拼的单身年轻人的生活状态是怎样的？,https://www.zhihu.com/question/24865212/answer/47717931,高赞
约会除了吃饭看电影还有其他项目吗？,https://www.zhihu.com/question/25695608/answer/31541604,高赞
刻奇（Kitsch）是什么？如何克服刻奇？,https://www.zhihu.com/question/27039705/answer/35506915,高赞
女性遭遇强奸时如何有效地保留证据？,https://www.zhihu.com/question/29194797/answer/43643852,高赞
如何看待国行三星 Note 7 爆炸用户进京送检手机？,https://www.zhihu.com/question/51436728/answer/126093159,高赞
解方程解一宿是什么体验？,https://www.zhihu.com/question/37472890/answer/72562397,高赞
陌生人的哪些事，让你感触很深？,https://www.zhihu.com/question/19866127/answer/80697019,高赞
一个人能无耻到什么地步？,https://www.zhihu.com/question/43128864/answer/148009130,高赞
暴走大事件怎么盈利？,https://www.zhihu.com/question/31130133/answer/63700279,高赞
月入十万，难吗？,https://www.zhihu.com/question/37050422/answer/72953601,高赞
旅行中如何优雅地发朋友圈？,https://www.zhihu.com/question/40811570/answer/90390653,高赞
认为「只有我完美了，别人才会喜欢我」的想法有什么错误，该怎么解决？,https://www.zhihu.com/question/31280604/answer/51835324,高赞
为什么不要去考验人性？,https://www.zhihu.com/question/23317802/answer/124369568,高赞
高三作文不够 800 字怎么办？,https://www.zhihu.com/question/21779660/answer/19298332,高赞
设计师这样的工作，可以做一辈子吗？,https://www.zhihu.com/question/25583089/answer/31575304,高赞
如何增加一个人的自信？,https://www.zhihu.com/question/19553905/answer/86381752,高赞
好朋友之间是如何变淡的？,https://www.zhihu.com/question/27346629/answer/43267374,高赞
男生长得难看怎么办？,https://www.zhihu.com/question/25485795/answer/30986433,高赞
如何评价电影《夏洛特烦恼》？,https://www.zhihu.com/question/35514477/answer/66052557,高赞
你有哪些大开眼界的经历？,https://www.zhihu.com/question/51299107/answer/133251239,高赞
烂片究竟能烂到什么程度？,https://www.zhihu.com/question/34580301/answer/60469577,高赞
你见过哪些令你瞠目结舌的逗逼？,https://www.zhihu.com/question/37904644/answer/75083584,高赞
你做了什么事情让大家笑疯？,https://www.zhihu.com/question/39081910/answer/83344593,高赞
一个人到底可以幽默到什么程度？,https://www.zhihu.com/question/38894510/answer/78732093,高赞
不会搭配服饰的女生如何开始系统地学习服装搭配？,https://www.zhihu.com/question/22825765/answer/37924162,高赞
通过跑步瘦下来是怎样一种体验？,https://www.zhihu.com/question/31027404/answer/89636908,高赞
为什么有些人明明看起来友善，却总是独来独往？,https://www.zhihu.com/question/26398755/answer/32818732,高赞
如何看待微信好友让你去给他们的孩子投票的事情？,https://www.zhihu.com/question/34729669/answer/89574928,高赞
三天不吃饭是一种什么样的体验？,https://www.zhihu.com/question/28674837/answer/63435604,高赞
有哪些好看的负能量电影？,https://www.zhihu.com/question/30994199/answer/67623505,高赞
有什么好看到让人浑身颤抖、无法自拔、久久不忘的电影？,https://www.zhihu.com/question/38485891/answer/76741547,高赞
怎么练好英语口语？,https://www.zhihu.com/question/20097263/answer/50515166,高赞
你觉得你最冷静的一刻，是什么时候？,https://www.zhihu.com/question/51307611/answer/125699317,高赞
为什么很多名牌大学留学生不回国效力？,https://www.zhihu.com/question/28387838/answer/52053811,高赞
有哪些作品（或事物）表面三观极正，骨子里三观极歪？,https://www.zhihu.com/question/31980071/answer/54366126,高赞
那些年入上百万的人是如何做到的？他们的平均年龄是多少？白手起家的到底多不多？,https://www.zhihu.com/question/22706323/answer/22757616,高赞
相比初进门时，你收养的流浪动物如今有了哪些变化？,https://www.zhihu.com/question/29077330/answer/104811817,高赞
有哪些十二年前（2005 年左右）看似不靠谱的预测成真了？,https://www.zhihu.com/question/36925599/answer/70766173,高赞
你们是怎么忍受孤独的？,https://www.zhihu.com/question/35899680/answer/65392809,高赞
士兵是如何看待死亡的？,https://www.zhihu.com/question/23105578/answer/98757071,高赞
哪些歌手的真实性格和他官方人设非常不符？,https://www.zhihu.com/question/49129840/answer/114725143,高赞
如何让别人心甘情愿地把他所学教给我？,https://www.zhihu.com/question/38714506/answer/84325280,高赞
你最意想不到的一笔收入是怎么来的？,https://www.zhihu.com/question/41956302/answer/102533943,高赞
你在哪一刻体验到了真正的贫富差距？,https://www.zhihu.com/question/56322619/answer/150697524,高赞
努力学习的意义到底在哪里？,https://www.zhihu.com/question/27513493/answer/119732285,高赞
怎么解读「一个人越炫耀什么，内心就越缺少什么 」这句话？,https://www.zhihu.com/question/22843634/answer/89432614,高赞
如何与父母断绝亲子关系？,https://www.zhihu.com/question/22561592/answer/23108777,高赞
怎么花最少的钱提升出租屋的格调？,https://www.zhihu.com/question/27391031/answer/52304688,高赞
如何总结 2016 年美国大选？,https://www.zhihu.com/question/52030379/answer/129509308,高赞
中国有哪些逆天的文物？,https://www.zhihu.com/question/22638720/answer/22792536,高赞
果汁店铺地段不好没客人，怎么办？,https://www.zhihu.com/question/25814355/answer/31552610,高赞
发现正在偷我东西的小偷，该怎么办？,https://www.zhihu.com/question/27857599/answer/108677818,高赞
有哪些生活小习惯，慢慢地可以改变一个人的性格或者生活？,https://www.zhihu.com/question/26811466/answer/34723592,高赞
有哪些让你相见恨晚的 PPT 制作技术或知识？,https://www.zhihu.com/question/30018273/answer/70192456,高赞
女神是用多少钱「堆」出来的？,https://www.zhihu.com/question/28431797/answer/43123827,高赞
哪些事件让你觉得「大多数群众是愚蠢的」？,https://www.zhihu.com/question/31141761/answer/52868914,高赞
鲸既然是哺乳动物用肺呼吸，放在岸上为什么会死？,https://www.zhihu.com/question/27082663/answer/35181481,高赞
医患关系一直恶化下去会怎样？,https://www.zhihu.com/question/38850948/answer/78576944,高赞
没文化有多可怕？,https://www.zhihu.com/question/26192324/answer/113066260,高赞
优秀的人因为什么原因而优秀？,https://www.zhihu.com/question/21996010/answer/52554459,高赞
在你亲历的短短时间内，世界有哪些惊人的改变？,https://www.zhihu.com/question/52231322/answer/131151194,高赞
如何看待哈尔滨市领导疑穿万元羽绒服指挥火灾引质疑？,https://www.zhihu.com/question/27441042/answer/36858504,高赞
